0,1,2,3,4,5,/workspace/dongweiw/models/LLaMA/LLaMA-2-7b_correct,/workspace/dongweiw/models/LLaMA/LLaMA-2-7b_choiceA_probs,/workspace/dongweiw/models/LLaMA/LLaMA-2-7b_choiceB_probs,/workspace/dongweiw/models/LLaMA/LLaMA-2-7b_choiceC_probs,/workspace/dongweiw/models/LLaMA/LLaMA-2-7b_choiceD_probs
What is a paradigm?,A theoretical assumption,An illustration,A theoretical model,An example serving as a model,D,False,0.09957945,0.075166516,0.79558754,0.029666498
What one of the following is not a key management skill in planning?,Conceptual skills,Analytical skills,IT and computing skills,Communication skills,C,False,0.30525023,0.20334049,0.19555064,0.29585865
According to Belbin (1981) an extroverted and enthusiastic person fits with what role?,Co-ordinator,Shaper,Resource investigator,Implementer,C,False,0.23617381,0.48082602,0.18682885,0.09617125
Which is not a recognised form of business continuity planning?,Contingency planning,Scenario planning,Financial planning,Building planning,D,False,0.43610206,0.22802125,0.18037964,0.15549697
What is the term for an organisation that adapts to changes in the environment by quickly responding to shifts in supply and demand conditions?,Opportunistic organisation,Enterprising organisation,International organisation,Agile organisation,D,True,0.20800565,0.15578905,0.024842734,0.61136264
Which of these is not part of the recognised challenges for modern managers?,Micro-managing the workforce,Managing communications,Managing change,Managing the learning organisation,A,True,0.33998543,0.22647911,0.23366834,0.19986711
To what does emotional intelligence refer?,How people view and understand the world.,How people view and understand themselves.,How people view and understand others.,How people view and understand themselves and others.,D,False,0.6636925,0.23297799,0.046235893,0.05709371
Of what is individual freedom to schedule work an example?,Job design,Job enrichment,Job rate,Job planning,B,False,0.72205794,0.24185912,0.024135116,0.011947749
What are workers primarily motivated by according to the instrumental approach?,Peer recognition,Promotion,Greater freedom,Economic reward,D,True,0.034274157,0.15004782,0.08286427,0.7328137
Which is not a characteristic of corporate social responsibility?,Product safety,Consumer rights,Environmental policies,Price-fixing,D,True,0.31229815,0.22145256,0.123256914,0.34299242
Who was a major protagonist of utilitarianism?,John Stuart Mill,Thomas Hobbes,Karl Marx,Adam Smith,A,True,0.90706617,0.07330218,0.014321729,0.0053099925
As what is ensuring that one individual does not carry the burden of a whole work task referred to?,Work specialisation,Work design,Work schedule,Work shift,A,False,0.33546063,0.5445064,0.07603013,0.04400286
How do you describe a work group that comprises workers with demarcated tasks and distant line managers?,Dependent,Independent,Interdependent,Collaborative,B,False,0.049303114,0.07117736,0.8209706,0.058548898
Specialisation is a feature of which organisational structure?,Matrix,Divisional,Multi-divisional,Functional,D,False,0.20703496,0.5583998,0.14340892,0.09115626
Which one is not an element in the primary activities of a value chain?,Procurement,Inbound logistics,Outbound logistics,Service,A,False,0.32351884,0.20887949,0.13381322,0.33378845
What is the term for the act of getting individuals to behave in ways that are acceptable to a group?,Indoctrination,Brainwashing,Propaganda,Socialisation,D,True,0.005392377,0.013037094,0.016224926,0.9653456
When does an acquisition take place?,Two equal partners decide to work together.,Two equal partners share resources.,Two unequal partners join together.,Two unequal partners become one after a buyout.,D,True,0.028962923,0.12879269,0.1830513,0.6591931
Who of these is the entrepreneur?,Barack Obama,James Dyson,Damien Hirst,Mo Farah,B,True,0.1128749,0.5960608,0.091408886,0.19965537
Which of these is not an advantage of a virtual team?,Team members can be recruited for their specific skills or experience.,No overhead costs associated with physical buildings.,Conflict can be resolved easily using face-to-face meetings.,Low transport or commuting costs.,C,False,0.27691635,0.27262315,0.26013884,0.19032165
What is the richest form of information?,Telephone,Face-to-face,E-mail,Video conference,B,True,0.2405976,0.68539876,0.058502138,0.015501524
What is the purpose of a 'quality circle'?,Bring together managers and workers to find improvements.,Bring together managers and workers to discuss output.,Bring together managers and workers to review quality of work.,Bring together managers and workers to review targets.,A,True,0.76542383,0.16946006,0.030146074,0.03497006
What is the guiding principle behind New Public Management?,Profit maximisation,Introducing private sector business principles into the public sector,Replacing public management with private sector management,Restructuring public organisations,B,True,0.017493213,0.8902484,0.031676117,0.060582165
Profitability stemming from how well a firm positions itself in the market is a key feature of which writer's view on strategy?,Peter Drucker,Jay Barney,Michael Porter,Henry Mintzberg,C,True,0.0654996,0.10715019,0.79173875,0.035611514
Functional structures help to create...,teamwork,specialisation,project work groups,multi-skilled employees,B,True,0.16106874,0.7275216,0.07036572,0.04104396
What is a succession plan?,Dismissing an employee for a more favourable employee,A formal process of planning to fill a role that will become vacant,A vote of no confidence in a board member,The formal process of acquiring a new staff member,B,True,0.045114607,0.9496382,0.0030700876,0.002177018
What is the definition of a scenario in scenario planning?,An imagined sequence of future events,An unpredictable event,A planned for event,An unplanned for event,A,True,0.983854,0.011454155,0.002290975,0.0024009212
What assumption is the garbage can model of decision making based on?,Limited knowledge and great insight,Limited knowledge but high level of experience,Limited knowledge and uncertainty,Limited knowledge and high risk,C,True,0.034640897,0.06371436,0.8458546,0.05579016
By which principle is utilitarianism defined?,Equality for everyone,Maximisation of outcomes for individuals,The best outcome for the majority of people,The least worst outcome for everybody,C,False,0.033586934,0.91490895,0.025751993,0.025751993
What is the term for the set of behaviours and tasks that a member of the group is expected to perform because he or she is a member of the group?,Group roles,Virtual teamwork,Synergy,Role making,A,True,0.9114006,0.0802619,0.005547903,0.0027896608
"What is the term for a process that enables an organisation to assess and demonstrate its social, economic, and environmental benefits and limitation?",Social plan,Social strategy,Social audit,Social account,C,True,0.026367303,0.038665093,0.88001347,0.05495418
What type of organisational culture is most likely to deliver stability and efficiency?,Task culture,Role culture,Power culture,People culture,B,False,0.31287533,0.2718308,0.21170203,0.20359187
Who of the following is a leading writer on contingency theory of leadership?,Rosabeth Kanter,Joan Woodward,Rensis Likert,Fred Fiedler,D,False,0.08087897,0.23586658,0.45464474,0.22860973
What are characteristics of a programmed decision?,Complex and risky,Uncertain and non-routine,Low risk and certain,Routine and non-complex,D,False,0.42680386,0.33239517,0.13118874,0.1096123
What is not an advantage of a hierarchical structure?,Clear chain of command,Quick response to change,Discipline and stability,Small span of control,B,False,0.18324023,0.19812994,0.28159943,0.33703038
What is a strategic alliance?,Any form of partnership between one firm and another,Formal agreement committing two or more firms to exchange resources to produce products or services,Formal agreement to share profits from a shared investment,Formal agreement to share knowledge,B,True,0.038762253,0.84182477,0.03341515,0.08599781
What are group norms?,Modes of behaviour that are acceptable to and shared by group members,Modes of behaviour that are shared by some members of the group,Modes of behaviour that challenge group values and beliefs,Modes of behaviour that are different of those of the other group members,A,True,0.98551184,0.01174554,0.0017322326,0.0010104023
Which of the following is not a recognised type of plan?,Business,Succession,Ad hoc,Financial,C,False,0.3281628,0.24578257,0.24197207,0.18408264
What is the term for the extent to which competition in one country is influenced by competition in other countries?,International trade,Global economics,Global competition,Globalisation,D,False,0.0070574065,0.030655973,0.9462578,0.016028848
As what are key factors that reflect the situation of an organisation referred to?,Administrations,Processes,Activities,Contingencies,D,False,0.18219839,0.26717627,0.40422478,0.14640051
Which of these does not form part of the key streams identified by March (1988) in decision making in highly ambiguous environments?,Expectations,Choice opportunities,Problems,Solutions,A,True,0.30140454,0.29673168,0.20877682,0.193087
What does PEST stand for?,"Political, environmental, strategic, testing","Political, environmental, strategic, technological","Political, economic, strategic, technological","Political, economic, social, technological",D,False,0.042616732,0.12428278,0.6877992,0.14530128
What does the acronym SMART stand for?,"Suitable, measurable, actionable, rewarded and timely","Specific, measurable, actionable, resourced and timely","Standardised, measurable, achievable, rewarded, and timely","Specific, measurable, achievable, rewarded and timely",D,True,0.087152034,0.10109813,0.047014996,0.7647348
Which writer was concerned with the reaction of workers to key characteristics of bureaucracies?,Merton,Weber,Gouldner,Mayo,C,False,0.12569249,0.78208494,0.07217912,0.02004342
What is the optimal span of control?,2,5,7,None of the above,D,False,0.124227434,0.34840447,0.43359634,0.093771785
What one of these is not a recognised type of authority?,Executive,Functional,Line management,Supplier,D,False,0.27972725,0.29776812,0.21785182,0.20465285
Which one of the following is not a characteristic of a team?,Minimal and formal knowledge sharing,Collective output,Individual and collective responsibility,Fluid dimension to roles and tasks,A,False,0.26215413,0.23135018,0.14253071,0.36396495
Which of these factors is not one of the competing responsibilities that influence corporate social responsibility?,Ethical,Economic,Discretionary,Technical,D,False,0.36627114,0.29661542,0.18561718,0.15149632
What is the term used in Ansoff's matrix for increasing market share with existing products in existing markets?,Product development,Market penetration,Diversification,Market development,B,True,0.11552487,0.577588,0.24456614,0.062320996
What is characteristic for the location of a virtual team?,In the same building,In the same industry,In the same country,remotely,D,True,0.00062334887,0.0026243967,0.0021419702,0.9946103
"According to the Five Factor model, 'extraversion' as a personality type is characterised by what type of people?",Good natured,Calm and self-confident,Sensitive and curious,Assertive and sociable,D,True,0.09676279,0.22498022,0.21300699,0.46525005
What is the overriding philosophy underpinning the strategic direction of an organisation?,Vision statement,Mission statement,Strategy statement,Business statement,B,True,0.4361319,0.5019847,0.049316425,0.012566941
What is the term for the action in which managers at an organisation analyse the current situation of their organisation and then develop plans to accomplish its mission and achieve its goals?,Synergy planning,Strategy formulation,Functional planning,SWOT analysis,B,True,0.022998592,0.9703147,0.00456421,0.0021225547
What is Frank Gilbreth`s work most noted for?,Working conditions,Time and motion studies,Work psychology,Work as a social setting,B,True,0.14340004,0.8382054,0.012239894,0.0061546057
What is another name for contingency planning?,Synergy planning,Ad hoc planning,Business level planning,Scenario planning,D,True,0.20547643,0.27221203,0.22567171,0.29663986
Which feature does not form one of Fayol's 14 principles of management?,Esprit de corps,Initiative,Order,Individualism,D,False,0.3027306,0.2321116,0.18076868,0.28438908
What one of the following is not a characteristic of the job characteristics model?,Task identity,Autonomy,Reward,Feedback,C,False,0.35159516,0.23421286,0.1941693,0.22002265
Workers' acceptance of change is characteristic of what type of culture?,Team culture,Collaborative culture,Group culture,Collective culture,B,False,0.35440472,0.3329324,0.1853048,0.127358
What is a virtual organisation?,An organisation that uses information and communications technologies (ICT's) to coordinate activities without physical boundaries between different functions,An organisation that uses internet technologies to sell products to customers,An organisation that manages the supply chain using digital technologies,An organisation that coordinates the workforce via video conferencing,A,True,0.96619105,0.024569027,0.003539504,0.0057004727
From what does a chain of command extend?,Bottom to top,Top to bottom,Diagonally,Laterally,B,False,0.71958333,0.24103023,0.022595141,0.016791282
"What do you call a style of leadership that takes account of others' views, opinions and ideas?",Laissez-faire,People-oriented,Democratic,Autocratic,C,False,0.008789159,0.9106367,0.047143992,0.033430096
What is the guiding principle of scientific management?,Experimentation,Fluid working relationships,Freedom of association,One best way to do a job,D,True,0.022319488,0.028883563,0.0071337367,0.9416632
What is the term Tuckman uses for reaching consensus as a group?,Storming,Performing,Forming,Norming,D,False,0.38354668,0.46264562,0.08230229,0.071505465
What theory is built around the principle that 'people make choices regarding how to behave based on values and beliefs'?,Expectancy,Instrumental,Classical,Contingency,A,False,0.046035882,0.23933367,0.2978556,0.41677487
What is the term for decisions limited by human capacity to absorb and analyse information?,Cognitive rationality,Conscious rationality,Bounded rationality,Restricted rationality,C,True,0.02276393,0.10043917,0.8542102,0.02258678
What is a definition of an objective?,A defined specified outcome to be achieved in the long-term,A clear set of goals to be attained given a set number of resources,A clearly defined and measurable outcome to be achieved over a specified timeframe,A set standard of performance agreed by workers and managers,C,True,0.074117884,0.10130714,0.7906413,0.033933643
What is not a purpose of an organisational structure?,To coordinate people and resources,To organise lines of communication,To formalise authority,To limit workers' rights,D,True,0.2313435,0.19481075,0.20415992,0.36968583
To what time-frame do strategic plans relate?,Long-term,Medium-term,Short-term,Unspecified time it takes to achieve an aim,A,True,0.77835494,0.14855164,0.047479957,0.025613517
What is the term for organisational development through a formally designed organisational structure?,Organic,Mechanistic,Formal,Structured,B,False,0.11220268,0.26292515,0.5311234,0.093748845
'There is no discernible link between planning and performance'. Who is this position held by?,Michael Porter,Milton Friedman,Gary Hamel,Henry Mintzberg,D,True,0.10758321,0.16150151,0.1888144,0.54210085
What does situational theory of leadership emphasise?,Personality traits,Events,Environment,Political situation,B,False,0.061745428,0.25592768,0.5722537,0.11007313
What is intuitive decision making based on?,Guesswork,Gambling,Instinct,Rationality,C,True,0.07500847,0.049191754,0.5992783,0.2765215
Enhancement of job satisfaction and productivity are key characteristics of which theoretical perspective of work design?,Process improvement,Techno-structural change model,Job characteristics model,Socio-technical systems,D,False,0.007377209,0.015863493,0.9738019,0.0029574663
Which 18th century writer produced a famous book called 'The Wealth of Nations'?,Frederick Taylor,Henry Mintzberg,Adam Smith,Dr Samuel Johnson,C,True,0.015436701,0.028839555,0.95503485,0.000688922
Which one of these characteristics is most commonly associated with the 'rational goal' model of management?,Worker welfare,Health and safety,Interpersonal relationships,Productivity,D,True,0.070536695,0.108399175,0.038650915,0.7824132
In what order do managers typically perform the managerial functions?,"organising, planning, controlling, leading","organising, leading, planning, controlling","planning, organising, leading, controlling","planning, organising, controlling, leading",C,False,0.17096116,0.17501539,0.32190254,0.33212084
How does lateral communication in an organisation occur?,Information passes upwards.,Information passes downwards.,Information is a two-way process.,Information passes between different departments and functions.,D,False,0.0073800273,0.008233015,0.8800928,0.10429411
Of what is advertising a form?,Focusing strategy,Differentiation,Cost leadership,Growth,B,True,0.32142815,0.42582312,0.12489353,0.12785529
What is not a component of an agile organisation?,Market focus and position,Human resources: multi-skilling,Organisational structure,Project-based culture,D,False,0.31801578,0.21856885,0.25157118,0.21184418
Of what is worker autonomy in decision making an example?,Worker freedom,Greater worker negotiation,Worker empowerment,Increased worker power,C,True,0.16627857,0.22375228,0.44498453,0.16498458
Vertical integration forwards is when a firm mergers or acquires another,Towards the source of supply,Towards the consumer,At the same stage of the supply chain,In another industry,B,False,0.39108092,0.29062665,0.11381103,0.20448141
What is the term for an autonomous business entity within an overall corporate enterprise which is set apart from other areas of the business?,Subsidiary,Strategic partnership,Strategic alliance,Strategic business unit,D,True,0.20493841,0.13231818,0.16726586,0.49547753
What is not a characteristic of a corporate social responsibility framework?,Retaining the status quo,Understanding society,Harnessing diversity,Building capacity,A,True,0.42848107,0.22229305,0.1677956,0.1814303
What is a whistleblower?,Someone who reports illegal or unethical acts,Someone who commits illegal or unethical acts,Someone who benefits from illegal or unethical acts,Someone who devises illegal or unethical acts,A,True,0.9901177,0.0060743433,0.0018965025,0.0019113768
What is T-group training?,A group whose aim is transformational change,A group brought together to deliver training programmes,Team training for the purposes of advancing technology,Team building activities involving learning,D,False,0.12133446,0.6820571,0.0358664,0.16074204
What is a social enterprise concerned with?,Profit maximisation,Maximising market share,Providing public service,Running a business to create social benefits,D,False,0.0067909705,0.009727616,0.7036062,0.27987522
Which of the following is not part of Schein's model of the formation of culture?,Shared values,Pre-conceptions,Shared beliefs,Norms,B,False,0.25279966,0.26082438,0.19082321,0.29555276
What is not one of the layers of cultural influence?,Social,Business,Organisational,Company,D,False,0.3131441,0.24771735,0.19142114,0.24771735
