0,1,2,3,4,5,/workspace/dongweiw/models/LLaMA/LLaMA-2-7b_correct,/workspace/dongweiw/models/LLaMA/LLaMA-2-7b_choiceA_probs,/workspace/dongweiw/models/LLaMA/LLaMA-2-7b_choiceB_probs,/workspace/dongweiw/models/LLaMA/LLaMA-2-7b_choiceC_probs,/workspace/dongweiw/models/LLaMA/LLaMA-2-7b_choiceD_probs
An SCR has half cycle surge current rating of 3000 A for 50 Hz supply. One cycle surge current will be,1500 A.,6000 A.,2121.32 A.,4242.64 A.,C,True,0.20146143,0.271096,0.37054428,0.15689832
Both the ALU and control section of CPU employ which special purpose storage location?,Buffers,Decoders,Accumulators,Registers,C,False,0.2783496,0.18542081,0.18981794,0.34641168
Systematic errors are,environmental errors.,observational errors.,instrument errors.,all of the above.,D,True,0.103405826,0.124731235,0.21720655,0.5546564
Which of the following is/are the disadvantages of an open loop control system?,Inaccurate.,Unreliable.,both A and B.,none of the above.,C,True,0.10707969,0.18357731,0.51084864,0.19849439
A diode (p-n junction) when reverse biased act as,On Switch,Zener diode,Capacitor,Off Switch,D,False,0.41561717,0.29935783,0.1815697,0.10345529
Piezoelectric effect is carried out in,composite filter.,crystal filter.,m derived.,constant k prototype.,B,True,0.24394502,0.4813672,0.1929764,0.081711344
The resistivity of the conductor depends on,area of the conductor.,length of the conductor.,type of material.,none of these.,C,True,0.14806712,0.29910383,0.38106814,0.17176087
The smallest change in measured variable to which instrument will respond is,resolution.,accuracy.,precision.,sensitivity.,A,True,0.37037086,0.30465877,0.27523625,0.049734175
"In electronic communications, ""AM"" stands for",Amp Modification,Amplitude Method,Amplitude Modulation,Ampere Method,C,True,0.0076526115,0.010707929,0.97907615,0.0025633036
Which system is also known as automatic control system?,Open loop control system,Closed loop control system,Either A or B,Nether A nor B,B,True,0.039457273,0.72725767,0.16873734,0.064547785
A combinational PLD with a fixed AND array and a programmable OR array is called a,PLD,PROM,PAL,PLA,B,False,0.50225234,0.19063349,0.14277789,0.16433634
A null type instrument as compared to a deflected type instrument has,a lower sensitivity.,a faster response.,a higher accuracy.,all of the above.,C,False,0.13214715,0.11753411,0.2669446,0.48337418
"Length of the cable is doubled, its capacitance C will be",one-fourth.,one-half.,doubled.,unchanged.,C,True,0.25766152,0.29656658,0.30123684,0.144535
Electrons in p-type material of a semi-conductor are called as,either minority carriers or majority carriers,minority carriers,majority carriers,valance carriers,B,True,0.3641666,0.38164333,0.15540724,0.09878285
________ is the most detrimental impurity in the magnetic materials,Carbon.,Sulphur.,Oxygen.,Nitrogen.,A,True,0.40728176,0.18073018,0.3324137,0.07957443
Voltage controlled oscillators are used commonly in,Pulse Modulators Frequency Modulators Phase Clocked loops,Frequency Modulators,Phase Clocked loops,All the above,D,True,0.20120808,0.2665574,0.13828817,0.39394632
Low frequency supply is necessary for direct core type induction furnaces because,With normal frequeny supply the electromagnetic forces causes severe stirring action in the molten metal.,Magnetic coupling between the primary and secondary circuit is poor.,Both A and B.,None of the above.,C,True,0.1814279,0.28100103,0.39627495,0.14129618
"The moving coil-meters, damping is provided by",the aluminium frame of the coil.,the coil spring attached to the moving.,eddy current disk.,damping vane in the airtight chamber.,A,False,0.09094505,0.17258339,0.365359,0.37111259
Which of the following is the analogous quantity for mass element in force-voltage analogy?,Resistance.,Inductance.,Capacitance.,All of the above.,B,True,0.19514714,0.3167551,0.29295057,0.19514714
A latch is ________ sensitive,both level and edge,edge,level,,C,False,0.31937343,0.3218783,0.24487211,0.113876104
What is used to protect the SCR from over current ?,CB and fuse.,Heat sink.,Snubber circuit.,Voltage clamping device.,A,False,0.08485393,0.093193814,0.7330261,0.08892615
The errors mainly caused by human mistakes are,gross error.,instrumental error.,observational error.,systematic error.,A,False,0.18878789,0.30404833,0.3554685,0.15169534
Electrical analogous quantity for dash-pot in force-current analogy is,resistance.,conductance.,inductance.,capacitance.,B,False,0.24854323,0.27297133,0.32416147,0.154324
Which lamp has the best Colour Rendering Index (CRI)?,LED,Fluorescent,Incandescent,High pressure sodium vapour,C,False,0.33821896,0.24552062,0.22354908,0.19271137
Power dissipation in ideal inductor is,Maximum,Minimum,Zero,A finite value,C,False,0.23522395,0.27933535,0.23892818,0.24651258
For intermittent work which of the following furnace is suitable?,Core less furnace.,Indirect arc furnace.,Either of above.,Nither of above.,B,False,0.16341819,0.2913244,0.41083327,0.13442414
In electrical resistance welding material of electrode should have,higher electrical conductivities.,higher thermal conductivities.,sufficient strength to sustain high pressure at elevated temperatures.,all of above.,D,True,0.03293623,0.02045057,0.2693834,0.6772298
Which of the following are the passive elements?,Resistor,Bulb,Both,None of these.,C,False,0.44843355,0.26362047,0.211825,0.076120906
The main advantage of dielectric heating is that,heating occurs in the material itself.,heating occurs due to high frequency.,it can be used for drying the explosives.,None of the above.,A,False,0.12096505,0.7410008,0.09719814,0.040836006
Materials used in heat sink should have,high thermal conductivity.,large surface area.,high melting point.,All of these.,D,True,0.25505993,0.17945707,0.15470167,0.41078132
Conductor is static and the field is varying then emf will be induced. This principle is called,virtually induced emf.,dynamically induced emf.,static induced emf.,none of these,C,True,0.17090544,0.25857168,0.45027587,0.120247
"Four identical alternators each are rated for 20 MVA, 11 KV having a subtransient reactance of 16% are working in parallel. The short circuit level at the busbar is",500 MVA,400 MVA,125 MVA,100 MVA,A,False,0.2388082,0.25821322,0.30188185,0.20109665
"According to the Bohr model, an electron gains or losses energy only by",moving faster or slower in an allowed orbit.,jumping from one allowed orbit to another.,being completely removed from an atom.,jumping from one atom to another atom.,B,True,0.15178344,0.7241183,0.08061158,0.043486685
A three-state buffer has the following output states,"1, 0, float","High, Low, Float",Both A and B,"Set, Reset, Halt",C,True,0.1918909,0.31146967,0.3163746,0.18026482
"By using which of the following elements, mechanical translational systems are obtained?",mass element,spring element,dash-pot,all of the above,D,True,0.17315781,0.21382137,0.22584037,0.38718045
"Four capacitors each of 40 µF are connected in parallel, the equivalent capacitance of the system will be",160 µF,10 µF,40 µF,5 µF,A,False,0.2892684,0.20194189,0.29382372,0.21496603
"The resistance of a conductor of diameter d and length l is R Ω. If the diameter of the conductor is halved and its length is doubled, the resistance will be",R Ω,2R Ω,4R Ω,8R Ω,C,False,0.22977431,0.3671783,0.25235772,0.15068966
A single phase full bridge inverter can operated in load commutation mode in case load consist of,RL.,RLC underdamped.,RLC overdamped.,RLC critically damped.,B,False,0.17331941,0.2994691,0.36691722,0.16029426
A microprocessor is ALU,and control unit on a single chip.,and memory on a single chip.,register unit and I/O device on a single chip.,register unit and control unit on a single chip.,D,False,0.11111407,0.14046134,0.44638523,0.30203936
"To obtain a high value of capacitance, the permittivity of dielectric medium should be",low,zero,high,unity,C,True,0.07701064,0.102022514,0.7363872,0.08457964
Deflection method direct measurements are most widely used as these are,least time consuming.,most simple.,most simple and least time consuming.,most accurate.,C,True,0.15803623,0.13838115,0.55160064,0.15198195
Purely mechanical instrument cannot be used for dynamic measurements because they have,high inertia.,higher response time.,large time constant.,all of the above.,D,True,0.1552797,0.11272097,0.14138377,0.59061563
Advantages of higher transmission voltage is/are,Power transfer capability of the transmission line is increased,Transmission line losses are reduced,Area of cross section and volume of the conductor is reduced,all of the above,D,True,0.0810618,0.07734971,0.11342586,0.7281626
Under over voltage condition impedance offered by the voltage clamping device is,high.,low.,moderate.,infinity.,B,True,0.22844702,0.4136641,0.2588644,0.09902445
A long wire composed of a smooth round conductor runs above and parallel to the ground (assumed to be a large conducting plane). A high voltage exists between the conductor and the ground. The maximum electric stress occurs at,lower surface of the conductor.,upper surface of the conductor.,the ground surface.,midway between the conductor and ground.,A,False,0.26294523,0.3074141,0.24318458,0.18645608
In a dc machine 6 pole wave winding is used. The number of parallel paths are?,6,4,2,1,C,True,0.23062557,0.28256834,0.3355582,0.15124793
Which of the following is a digital device,Regulator of a fan,Microphone,Resistance of a material,Light switch,D,False,0.38102368,0.29674155,0.19460784,0.12762694
Instantaneous power in inductor is proportional to the,product of the instantaneous current and rate of change of current.,square of instantaneous current.,square of the rate of change of current.,temperature of the inductor.,A,True,0.7908239,0.13742459,0.045317817,0.02643365
Which of the following is a variable displacement transducer?,tachometer,potentiometer,synchros,none of the above,B,False,0.15150636,0.2364981,0.42491013,0.18708539
"Five capacitors each of 5 µF are connected in series, the equivalent capacitance of the system will be",5 µF,25 µF,10 µF,1 µF,D,False,0.19071625,0.35078087,0.2647833,0.19371961
Susceptibility is negative for,non magnetic substances.,diamagnetic substances.,ferromagnetic substances.,none of above.,B,False,0.17186213,0.34178865,0.34717104,0.13917819
One of the following is the primary function of an oscillator,produces sinusoidal oscillations,generates non sinusoidal waveforms,generates sustained oscillations at a constant amplitude and specific frequency,none of the above,C,True,0.11410605,0.04984924,0.7920529,0.0439918
The metal surfaces for electrical resistance welding must be,rough.,clean.,moistened,coloured,B,True,0.18632443,0.4832888,0.22828946,0.10209736
The latching current of SCR is 20 mA. Its holding current will be,23 mA.,40 mA.,10 mA.,60 mA.,C,True,0.23671278,0.2945938,0.33381853,0.13487488
"In force-current analogy, electrical analogous quantity for displacement (x) is",voltage.,inductance.,capacitance.,flux.,D,False,0.34117317,0.3082243,0.23632376,0.1142787
Feedback circuit in an oscillator can be accomplished by,Resistive coupling between input and output,Capacitive coupling between input and output,Inductive coupling between input and output,Any one or combinations of the above methods,D,True,0.053044558,0.07364508,0.093826264,0.7794841
"Lowest critical frequency is due to zero and it may be present at the origin or nearer to the origin, then the type of network is",LC circuit.,RC circuit.,RLC circuit.,RL Circuit.,D,False,0.11412012,0.19718188,0.54443663,0.14426135
What is the value of dielectric constant of air?,Less than 1,0.,1.,none of these.,C,False,0.31789854,0.22020188,0.28496242,0.1769372
Temperature variation is a/an,Digital quantity,Analog quantity,Either Digital or Analog quantity,,B,True,0.32793075,0.36870244,0.22362934,0.0797375
The illumination at a point 5 meters below a lamp in 6 lux. The candle power of the lamp is,30,140.,150.,200.,C,True,0.16235538,0.2718941,0.39560357,0.17014699
For a dc machine shunt resistance and armature resistance values are,high and high,high and low,low and low,low and high,B,False,0.20503087,0.24731442,0.28024396,0.26741067
The change of cross sectional area of conductor in magnetic field will affect,reluctance of conductor.,resistance of conductor.,(A) and (B) both in the same way.,none of above.,C,True,0.21414569,0.27070552,0.42587957,0.089269206
Which of the following is used in SCR to protect from high dV / dt?,Snubber circuit.,Fuse.,Equalizing circuit.,Circuit breaker.,A,True,0.6410412,0.18366139,0.12922192,0.046075497
"What are the sets of commands in a program which are not translated into machine instructions during assembly process, called?",Mnemonics,Directives,Identifiers,Operands,B,False,0.75246954,0.12873235,0.06678546,0.052012578
Speed of data transmission in 4-G network of telecom is,386 kbps - 2 mbps.,2 mbps.,2 mbps – 1 gbps.,100 mbps - 1 gbps.,D,False,0.18014438,0.27468738,0.3934715,0.15169679
Which of the followings is/are active element?,Voltage source,Current source,Both,None of these.,C,False,0.20113993,0.49010804,0.2464418,0.06231025
Electrical analogous quantity for spring element (K) in force-voltage analogy is,L,R,1/C,C,C,False,0.22214872,0.27646855,0.2721823,0.22920047
A quartz crystal oscillator consists of,only series resonant frequency.,only parallel resonant frequency.,both series and parallel frequencies.,neither series nor parallel frequency.,C,True,0.09143216,0.13833246,0.6599472,0.11028824
Which of the following oscillators are used for low frequency (LF) applications,LC oscillators,RC oscillators,Both LC and RC Oscillators,,B,False,0.19468717,0.31110922,0.4057629,0.088440634
The solid angle subtended by an area of 2400 cm^2 on the surface of a sphere of diameter 1.2 m is,3 / 2.,1 / 3.,2 / 3.,2 / 5.,C,False,0.20473531,0.34286714,0.33755147,0.1148461
Relative error is same as,ratio of absolute error and true value.,absolute error.,true error.,none of the above.,A,True,0.56585914,0.19403386,0.11677164,0.12333543
If holding current of a thyristor is 2 mA then latching current should be,0.01 A.,0.002 A.,0.009 A.,0.004 A.,D,False,0.21759816,0.2624735,0.34232995,0.17759843
"In an intel 8085A, which is the first machine cycle of an instruction?",An op-code fetch cycle,A memory read cycle,A memory write cycle,An I/O read cycle,A,True,0.6540058,0.14592843,0.09495743,0.1051083
Which of the following are the disadvantages of a closed loop control system?,Reduces the overall gain.,Complex and costly.,Oscillatory response.,All of the above.,D,True,0.10120776,0.12112983,0.23902078,0.53864163
"Poles and zeros are arranged alternatively on negative real axis, then type of network is/are",LC network.,RC network.,RL network.,Both 2 and 3.,D,True,0.084567875,0.32672438,0.24091145,0.3477963
The magnetisation and applied field in ferromagnetic materials are related,sinusoidally.,non linearly.,linearly.,parabolically.,B,False,0.15878999,0.22045806,0.5288514,0.091900595
Thin laminations are used in a machine in order to reduce,Eddy current losses,Hysteresis losses,Both A and B,Copper losses,A,True,0.51615065,0.28504547,0.15741706,0.041386764
A metal surface with 1 meter radius and surface charge density of 20 coulombs / m2 is enclosed in a 10 m side cube. The total outward electric displacement normal to the surface of the cube is,40π coulombs.,80π coulombs.,10π coulombs.,none of these.,B,False,0.27690405,0.252124,0.2683846,0.20258734
In binary number system the first digit (bit) from right to left is called as,"LSB, Least Significant Bit","MSB, Most Significant Bit",First Bit,Last Bit,A,True,0.67416525,0.24416648,0.054908205,0.026760122
In two wattmeter method of power measurement if the total power is measured by one wattmeter only then power factor of the system is,0.,0.5.,1.,none of above.,B,True,0.16090246,0.32758117,0.28460744,0.22690885
A 0 - 100 V voltmeter has a guaranteed accuracy of 2 % of full scale reading. The voltage measured by the voltmeter is 75 V. The limiting error is in percentage,3.33 %.,2.66 %.,2 %.,1 %.,B,False,0.18989363,0.22200815,0.45553115,0.13256712
Which of the following methods is/are used for reactive or voltage compensation,shunt capacitor,series capacitor,generation excitation control,all of the above,D,True,0.15592483,0.18516532,0.21817805,0.4407318
The ROM programmed during manufacturing process itself is called,MROM,PROM,EPROM,EEPROM,A,False,0.11565979,0.25660247,0.49461418,0.1331236
In 8085 name/names of the 16 bit registers is/are,stack pointer.,program counter.,both A and B.,none of these.,C,False,0.15142651,0.38367194,0.33333996,0.13156162
Stability of a transmission line can be increased by,shunt capacitor,series capacitor,shunt reactor,both A and B,D,True,0.15446863,0.29542896,0.19374704,0.35635537
Snubber circuit is used with SCR,in series.,in parallel.,either series or parallel.,anti parallel.,B,False,0.1495777,0.2012788,0.5344582,0.11468521
The number of rings in the Bohr model of any element is determined by what?,Column number on periodic table.,Atomic mass.,Row number on periodic table.,Atomic number.,C,True,0.17522651,0.1807888,0.37679622,0.26718855
Silicon and Germanium are ________ elements.,trivalant,pentavalant,hexavalant,tetravalant,D,False,0.31179896,0.2485878,0.23352663,0.20608653
The number of output pins in 8085 microprocessors are,27.,40.,21.,19.,A,False,0.2239269,0.3809125,0.274361,0.12079951
If P is the power of a star connected system then what will be power of an equivalent delta connected system?,P,3P,P/3,None of the above,A,False,0.13747436,0.2266569,0.3402523,0.29561633
Which oscillators are easy to fabricate in a monolithic IC?,Crystal oscillator.,Hartley oscillator.,Wien bridge oscillator.,Relaxation oscillator.,D,False,0.45392454,0.18629025,0.24679449,0.11299075
"If all the elements in a particular network are linear, then the superposition theorem would hold, when the excitation is",DC only,AC only,Either AC or DC,An Impulse,C,True,0.102502145,0.1885303,0.54128516,0.16768232
The feedback factor of a Wien bridge oscillator using Op-Amp is,1/3,1/4,1/2,1,C,True,0.25415543,0.22782344,0.34738925,0.17063187
"The length of bus cycle in 8086/8088 is four clock cycles, T1, T2, T3, T4 and an indeterminate number of wait state clock cycles denoted by Tw. The wait states are always inserted between",T1 & T2,T2 & T3,T3 & T4,T4 & T1,C,True,0.25508934,0.22511557,0.28016084,0.23963426
Which of the following is not a sinusoidal oscillator?,LC oscillator,RC phase shift oscillator,Relaxation oscillator,Crystal oscillator,C,False,0.15938546,0.28413528,0.25870812,0.29777122
A wire carrying current is bent in the form of a circular loop. Then the magnetic field around each portion of the wire will be,parallel to the plane of the wire.,perpendicular to the circumference of the wire.,parallel to half portion and perpendicular for the other half.,none of above.,A,False,0.24508213,0.36791185,0.25684386,0.13016213
